timestamp,node_index,api_url,height,mempool_size,total_transactions,last_block_timestamp,api_cpu_percent,api_memory_percent,api_disk_percent,node_port,avg_block_time_s,estimated_tps
2025-05-02T04:56:23.886979,0,http://localhost:5900,11,42,25,1746158168,100.0,78.7,65.7,9000,158741651.63636363,1.3744459373625311e-08
2025-05-02T04:56:23.886979,1,http://localhost:5901,11,46,25,1746158168,43.5,78.7,65.7,9001,158741651.63636363,1.3744459373625311e-08
2025-05-02T04:56:23.886979,2,http://localhost:5902,11,45,25,1746158168,9.1,78.7,65.7,9002,158741651.63636363,1.3744459373625311e-08
2025-05-02T04:56:29.370450,0,http://localhost:5900,12,34,46,1746158188,50.0,78.9,65.7,9000,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:29.370450,1,http://localhost:5901,12,40,46,1746158188,100.0,78.9,65.7,9001,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:29.370450,2,http://localhost:5902,12,33,46,1746158188,90.0,78.9,65.7,9002,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:34.933986,0,http://localhost:5900,12,43,46,1746158188,100.0,78.9,65.7,9000,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:34.933986,1,http://localhost:5901,12,49,46,1746158188,96.2,78.9,65.7,9001,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:34.933986,2,http://localhost:5902,12,42,46,1746158188,100.0,78.9,65.7,9002,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:40.562366,0,http://localhost:5900,12,53,46,1746158188,100.0,79.8,65.7,9000,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:40.562366,1,http://localhost:5901,12,59,46,1746158188,50.0,79.8,65.7,9001,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:40.562366,2,http://localhost:5902,12,53,46,1746158188,35.0,79.8,65.7,9002,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:45.995604,0,http://localhost:5900,12,62,46,1746158188,52.2,80.0,65.7,9000,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:45.995604,1,http://localhost:5901,12,69,46,1746158188,55.0,80.0,65.7,9001,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:45.995604,2,http://localhost:5902,12,62,46,1746158188,50.0,80.0,65.7,9002,145513182.33333334,2.577086103037533e-08
2025-05-02T04:56:51.469465,0,http://localhost:5900,13,53,68,1746158208,52.4,80.5,65.7,9000,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:56:51.469465,1,http://localhost:5901,13,62,68,1746158208,10.5,80.5,65.7,9001,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:56:51.469465,2,http://localhost:5902,13,54,68,1746158208,9.5,80.6,65.7,9002,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:56:56.837338,0,http://localhost:5900,13,62,68,1746158208,52.4,78.0,65.7,9000,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:56:56.837338,1,http://localhost:5901,13,71,68,1746158208,66.7,78.0,65.7,9001,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:56:56.837338,2,http://localhost:5902,13,63,68,1746158208,50.0,78.0,65.7,9002,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:02.202723,0,http://localhost:5900,13,71,68,1746158208,5.0,77.9,65.7,9000,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:02.202723,1,http://localhost:5901,13,80,68,1746158208,5.0,77.9,65.7,9001,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:02.202723,2,http://localhost:5902,13,71,68,1746158208,50.0,78.0,65.7,9002,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:07.627360,0,http://localhost:5900,13,77,68,1746158208,55.0,77.5,65.7,9000,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:07.627360,1,http://localhost:5901,13,86,68,1746158208,75.0,77.6,65.7,9001,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:07.627360,2,http://localhost:5902,13,78,68,1746158208,60.0,77.6,65.7,9002,134319862.15384614,3.8369948205747005e-08
2025-05-02T04:57:13.056382,0,http://localhost:5900,14,71,90,1746158228,44.4,77.7,65.7,9000,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:13.056382,1,http://localhost:5901,14,83,90,1746158228,52.4,77.7,65.7,9001,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:13.056382,2,http://localhost:5902,14,71,90,1746158228,95.5,77.7,65.7,9002,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:18.712345,0,http://localhost:5900,14,79,90,1746158228,52.6,77.9,65.7,9000,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:18.712345,1,http://localhost:5901,14,92,90,1746158228,54.2,77.9,65.7,9001,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:18.712345,2,http://localhost:5902,14,79,90,1746158228,57.1,78.1,65.7,9002,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:24.319358,0,http://localhost:5900,14,87,90,1746158228,57.1,78.3,65.7,9000,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:24.319358,1,http://localhost:5901,14,100,90,1746158228,55.0,78.3,65.7,9001,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:24.319358,2,http://localhost:5902,14,87,90,1746158228,50.0,78.3,65.7,9002,124725587.71428572,5.096903509250595e-08
2025-05-02T04:57:29.962374,0,http://localhost:5900,15,78,113,1746158248,58.3,78.7,65.7,9000,116410549.86666666,6.414080747164905e-08
2025-05-02T04:57:29.962374,1,http://localhost:5901,15,88,113,1746158248,100.0,78.7,65.7,9001,116410549.86666666,6.414080747164905e-08
2025-05-02T04:57:29.962374,2,http://localhost:5902,15,80,113,1746158248,100.0,78.7,65.7,9002,116410549.86666666,6.414080747164905e-08
2025-05-02T04:57:35.685378,0,http://localhost:5900,15,87,113,1746158248,52.4,78.6,65.7,9000,116410549.86666666,6.414080747164905e-08
2025-05-02T04:57:35.685378,1,http://localhost:5901,15,97,113,1746158248,72.7,78.6,65.7,9001,116410549.86666666,6.414080747164905e-08
